dominant_topic_number,dominant_topic_label,associated_topic_number,associated_topic_label,same_topic,dominant_comment_count,mean_relative_weight,median_relative_weight,q75_relative_weight,q90_relative_weight
3,Clarification and specification questions,4,"Implementation, cost and how-to questions",False,2806,0.011056271471491283,0.0,0.003392921642530484,0.02740524545875691
3,Clarification and specification questions,5,Heat pumps and heating systems,False,2806,0.026060086786940946,0.0,0.015755803977103987,0.0879941254534505
3,Clarification and specification questions,6,"Praise, gratitude and social endorsement",False,2806,0.03985409896073649,0.0,0.02581542328111982,0.16294954279143886
3,Clarification and specification questions,7,"Alternative methods, challenges and ""why"" questions",False,2806,0.016237198579825914,0.0,0.012056691954702214,0.06727422658981028
3,Clarification and specification questions,8,"Solar PV, batteries and power systems",False,2806,0.03302788974835202,0.0,0.031292640696142154,0.1179443638780569
3,Clarification and specification questions,9,Performance checking and troubleshooting,False,2806,0.023235459905169634,0.0,0.013553240391879131,0.09274410623489973
3,Clarification and specification questions,10,"Implementation follow-up, outcomes and retrospective questions",False,2806,0.00901945794900769,0.0,0.008548566403618799,0.02526105381345428
3,Clarification and specification questions,11,"Product sourcing, access and location questions",False,2806,0.008423205684582566,0.0,0.004358217011941355,0.015615432123551553
3,Clarification and specification questions,12,Roof and attic ventilation and airflow,False,2806,0.037868606664691946,0.0,0.03078519454246732,0.13451829319772102
3,Clarification and specification questions,13,"Wall, cavity and floor insulation",False,2806,0.04288220847487721,0.0,0.03320276490579967,0.16366763890677877
3,Clarification and specification questions,14,Thermostat wiring and smart heating controls,False,2806,0.030173700366897142,0.0,0.026245733770341513,0.08829267441648511
3,Clarification and specification questions,15,Vapour barriers and moisture control,False,2806,0.016821579397597368,0.0,0.01801701845150339,0.05855029810636643
3,Clarification and specification questions,16,"Prospective choices, recommendations and alternatives",False,2806,0.02886842504607392,0.0,0.020622581179558994,0.08920141715692209
4,"Implementation, cost and how-to questions",1,Situated household retrofit experience and building context,False,2369,0.08545375653007448,0.06370417450444033,0.13705206647667773,0.20926696304174247
4,"Implementation, cost and how-to questions",2,Spray foam and foam insulation,False,2369,0.007840773005484306,0.0,0.002557691479327429,0.013878972745369466
4,"Implementation, cost and how-to questions",3,Clarification and specification questions,False,2369,0.025982891591297737,0.0,0.007761192692852663,0.030726933774295053
4,"Implementation, cost and how-to questions",4,"Implementation, cost and how-to questions",True,2369,0.5481544859336483,0.5069129560021723,0.6907017081255572,0.8608466660124645
4,"Implementation, cost and how-to questions",5,Heat pumps and heating systems,False,2369,0.028160143469163342,0.0,0.01986055865581429,0.09575677370457468
4,"Implementation, cost and how-to questions",6,"Praise, gratitude and social endorsement",False,2369,0.046229341468172765,0.0,0.03378793753378939,0.1986978554408848
4,"Implementation, cost and how-to questions",7,"Alternative methods, challenges and ""why"" questions",False,2369,0.016110304043598495,0.0,0.008886406020075451,0.06570585585062767
4,"Implementation, cost and how-to questions",8,"Solar PV, batteries and power systems",False,2369,0.03513646709915261,0.0,0.031077957316724573,0.13004391950213606
4,"Implementation, cost and how-to questions",9,Performance checking and troubleshooting,False,2369,0.02822120367831122,0.0,0.019434834397174937,0.09751846739746697
4,"Implementation, cost and how-to questions",10,"Implementation follow-up, outcomes and retrospective questions",False,2369,0.011755889745704965,0.0,0.0021468487173717746,0.018904133217076093
4,"Implementation, cost and how-to questions",11,"Product sourcing, access and location questions",False,2369,0.00917888354220706,0.0,0.003854428118006346,0.012895328249735695
4,"Implementation, cost and how-to questions",12,Roof and attic ventilation and airflow,False,2369,0.0371492941336602,0.0,0.0314679035014029,0.1310612415874944
4,"Implementation, cost and how-to questions",13,"Wall, cavity and floor insulation",False,2369,0.035837047747471165,0.0,0.022348179725994823,0.134957494035855
4,"Implementation, cost and how-to questions",14,Thermostat wiring and smart heating controls,False,2369,0.028736015503892823,0.0,0.029907690965535607,0.08622935547031489
4,"Implementation, cost and how-to questions",15,Vapour barriers and moisture control,False,2369,0.012650120038968437,0.0,0.010538825935482233,0.03966186808224429
4,"Implementation, cost and how-to questions",16,"Prospective choices, recommendations and alternatives",False,2369,0.04340338246919202,0.0,0.026969850041868988,0.16404033657887374
5,Heat pumps and heating systems,1,Situated household retrofit experience and building context,False,2965,0.11435563424586484,0.10056945178946573,0.1744189961778446,0.2478895264619591
5,Heat pumps and heating systems,2,Spray foam and foam insulation,False,2965,0.0038990569301201577,0.0,0.0011454527104176938,0.010820121401860224
5,Heat pumps and heating systems,3,Clarification and specification questions,False,2965,0.02906625025219813,0.0,0.00965435653233721,0.12254612728425993
5,Heat pumps and heating systems,4,"Implementation, cost and how-to questions",False,2965,0.02498599140691935,0.0,0.008730595161647028,0.09077817197621553
5,Heat pumps and heating systems,5,Heat pumps and heating systems,True,2965,0.48582014014847935,0.45385653624825784,0.5858526038343436,0.7308261447837702
5,Heat pumps and heating systems,6,"Praise, gratitude and social endorsement",False,2965,0.03488257375736251,0.0,0.029607936139432356,0.13228971932765796
5,Heat pumps and heating systems,7,"Alternative methods, challenges and ""why"" questions",False,2965,0.025341249799862246,0.0,0.027935337276481568,0.07952654852388058
5,Heat pumps and heating systems,8,"Solar PV, batteries and power systems",False,2965,0.045074471059474264,0.0,0.06183681737124165,0.1478284897217831
5,Heat pumps and heating systems,9,Performance checking and troubleshooting,False,2965,0.035029157709977415,0.0,0.04565312970753583,0.11587272881133254
5,Heat pumps and heating systems,10,"Implementation follow-up, outcomes and retrospective questions",False,2965,0.01640395992940638,0.0,0.010906117829786672,0.03183542856617294
5,Heat pumps and heating systems,11,"Product sourcing, access and location questions",False,2965,0.015664238125259123,0.0,0.003295776924805744,0.02754924459321304
5,Heat pumps and heating systems,12,Roof and attic ventilation and airflow,False,2965,0.04419119765329721,0.0,0.0609727741812266,0.16543997541891373
5,Heat pumps and heating systems,13,"Wall, cavity and floor insulation",False,2965,0.026117321291023492,0.0,0.01880918137770526,0.09489398990136896
5,Heat pumps and heating systems,14,Thermostat wiring and smart heating controls,False,2965,0.035416770088299715,0.0,0.041267685429912805,0.11586479129016324
5,Heat pumps and heating systems,15,Vapour barriers and moisture control,False,2965,0.011188317772239921,0.0,0.00961009106091156,0.0359610463188295
5,Heat pumps and heating systems,16,"Prospective choices, recommendations and alternatives",False,2965,0.052563669830215834,0.004541311220579481,0.07340048777334567,0.18761800076472313
6,"Praise, gratitude and social endorsement",1,Situated household retrofit experience and building context,False,3750,0.10139146488970874,0.07857930090250614,0.15770704319875206,0.24283309271794173
6,"Praise, gratitude and social endorsement",2,Spray foam and foam insulation,False,3750,0.006671834914331395,0.0,0.0029511341908951168,0.01403157998980031
6,"Praise, gratitude and social endorsement",3,Clarification and specification questions,False,3750,0.03147491099573164,0.0,0.013591179013385284,0.13674418953212258
6,"Praise, gratitude and social endorsement",4,"Implementation, cost and how-to questions",False,3750,0.029494113481298555,0.0,0.012126304153596959,0.1136176551926688
6,"Praise, gratitude and social endorsement",5,Heat pumps and heating systems,False,3750,0.028052676928233704,0.0,0.018367048531274417,0.09410318002221371
6,"Praise, gratitude and social endorsement",6,"Praise, gratitude and social endorsement",True,3750,0.525390999919965,0.49416688363260947,0.6469523726189333,0.808298575181204
6,"Praise, gratitude and social endorsement",7,"Alternative methods, challenges and ""why"" questions",False,3750,0.01971260937552388,0.0,0.015762081844734335,0.058994374537532125
6,"Praise, gratitude and social endorsement",8,"Solar PV, batteries and power systems",False,3750,0.029884083762282056,0.0,0.029579373891315743,0.09944313613458242
6,"Praise, gratitude and social endorsement",9,Performance checking and troubleshooting,False,3750,0.028692549480285812,0.0,0.026432400853736413,0.10416702831704548
6,"Praise, gratitude and social endorsement",10,"Implementation follow-up, outcomes and retrospective questions",False,3750,0.022076494718734664,0.0,0.014768010184993633,0.0451512001241244
6,"Praise, gratitude and social endorsement",11,"Product sourcing, access and location questions",False,3750,0.014590487267300216,0.0,0.006362411395698191,0.024908790825206684
6,"Praise, gratitude and social endorsement",12,Roof and attic ventilation and airflow,False,3750,0.0317696007398564,0.0,0.02640912895022545,0.11969841614275964
6,"Praise, gratitude and social endorsement",13,"Wall, cavity and floor insulation",False,3750,0.033383672582209166,0.0,0.024004494910718422,0.1285300396581973
6,"Praise, gratitude and social endorsement",14,Thermostat wiring and smart heating controls,False,3750,0.03753276093901301,0.001272044205018402,0.04537764346093373,0.12034586723003692
6,"Praise, gratitude and social endorsement",15,Vapour barriers and moisture control,False,3750,0.01448251827632722,0.0,0.013209475907798252,0.04587146166978999
6,"Praise, gratitude and social endorsement",16,"Prospective choices, recommendations and alternatives",False,3750,0.045399221729198615,0.0011541395247513255,0.049813854395142514,0.17482244761797724
7,"Alternative methods, challenges and ""why"" questions",1,Situated household retrofit experience and building context,False,1754,0.06098215708858863,0.035356486582935526,0.09797727046824126,0.16718071171066706
7,"Alternative methods, challenges and ""why"" questions",2,Spray foam and foam insulation,False,1754,0.01388650259928601,0.0,0.005822787631797468,0.02803054560446033
7,"Alternative methods, challenges and ""why"" questions",3,Clarification and specification questions,False,1754,0.02112531580402116,0.0,0.0074492235200065825,0.02911478528406761
7,"Alternative methods, challenges and ""why"" questions",4,"Implementation, cost and how-to questions",False,1754,0.014771548786094442,0.0,0.003092734670668878,0.022694760926563293
7,"Alternative methods, challenges and ""why"" questions",5,Heat pumps and heating systems,False,1754,0.026368741989785987,0.0,0.01327269310404382,0.09089491863900542
7,"Alternative methods, challenges and ""why"" questions",6,"Praise, gratitude and social endorsement",False,1754,0.029084921587358592,0.0,0.011519373608091951,0.1158110177882139
7,"Alternative methods, challenges and ""why"" questions",7,"Alternative methods, challenges and ""why"" questions",True,1754,0.5566724732594104,0.5257121135734864,0.7100716991954668,0.8857156005715184
7,"Alternative methods, challenges and ""why"" questions",8,"Solar PV, batteries and power systems",False,1754,0.02663348861412465,0.0,0.023477376058519225,0.07702885729928073
7,"Alternative methods, challenges and ""why"" questions",9,Performance checking and troubleshooting,False,1754,0.03458167142418976,0.0,0.028827500103791162,0.1090512010366742
7,"Alternative methods, challenges and ""why"" questions",10,"Implementation follow-up, outcomes and retrospective questions",False,1754,0.030402969748211064,0.0,0.005824428498415075,0.0839706899263453
7,"Alternative methods, challenges and ""why"" questions",11,"Product sourcing, access and location questions",False,1754,0.011069362757216233,0.0,0.003203338402151726,0.012796854804308103
7,"Alternative methods, challenges and ""why"" questions",12,Roof and attic ventilation and airflow,False,1754,0.04108523204489703,0.0,0.03905238807862446,0.14904992229097883
7,"Alternative methods, challenges and ""why"" questions",13,"Wall, cavity and floor insulation",False,1754,0.037674352958490934,0.0,0.028953892136565147,0.14151134880162364
7,"Alternative methods, challenges and ""why"" questions",14,Thermostat wiring and smart heating controls,False,1754,0.02492952996174879,0.0,0.019997078205462225,0.07001085425201264
7,"Alternative methods, challenges and ""why"" questions",15,Vapour barriers and moisture control,False,1754,0.02134879836702794,0.0,0.020013037947818592,0.07202044444107808
7,"Alternative methods, challenges and ""why"" questions",16,"Prospective choices, recommendations and alternatives",False,1754,0.04938293300954834,0.0,0.02447601507162346,0.2338842586909142
8,"Solar PV, batteries and power systems",1,Situated household retrofit experience and building context,False,3400,0.0981777416464076,0.07372370375140981,0.15212516289082104,0.23086335601617947
8,"Solar PV, batteries and power systems",2,Spray foam and foam insulation,False,3400,0.0052642870775600975,0.0,0.002039106314757259,0.014304589291894107
8,"Solar PV, batteries and power systems",3,Clarification and specification questions,False,3400,0.0305814930201502,0.0,0.017257956829415822,0.11397647070329879
8,"Solar PV, batteries and power systems",4,"Implementation, cost and how-to questions",False,3400,0.032935190508616145,0.0,0.016631803711019997,0.13962672882835545
8,"Solar PV, batteries and power systems",5,Heat pumps and heating systems,False,3400,0.03992362991753274,0.0,0.04735171321332318,0.13999195339571077
8,"Solar PV, batteries and power systems",6,"Praise, gratitude and social endorsement",False,3400,0.036941833082191844,0.0,0.03368567036724697,0.1362849215562669
8,"Solar PV, batteries and power systems",7,"Alternative methods, challenges and ""why"" questions",False,3400,0.023981950640172243,0.0,0.023345133201342908,0.07282848763636701
8,"Solar PV, batteries and power systems",8,"Solar PV, batteries and power systems",True,3400,0.5454871440452955,0.515140061861834,0.6841392025449359,0.8314885312341356
8,"Solar PV, batteries and power systems",9,Performance checking and troubleshooting,False,3400,0.029551822817858533,0.0,0.029839937277243343,0.10070457337721948
8,"Solar PV, batteries and power systems",10,"Implementation follow-up, outcomes and retrospective questions",False,3400,0.01995590545183082,0.0,0.015934434327514697,0.052114990003650004
8,"Solar PV, batteries and power systems",11,"Product sourcing, access and location questions",False,3400,0.013266710984802829,0.0,0.0035908867407075393,0.026826247733907158
8,"Solar PV, batteries and power systems",12,Roof and attic ventilation and airflow,False,3400,0.024413730204177586,0.0,0.007319581503590909,0.09067776205903746
8,"Solar PV, batteries and power systems",13,"Wall, cavity and floor insulation",False,3400,0.011721060542352738,0.0,0.00437850299517219,0.033168991344970124
8,"Solar PV, batteries and power systems",14,Thermostat wiring and smart heating controls,False,3400,0.027959856569676467,0.0,0.032600056019270976,0.09388558800661721
8,"Solar PV, batteries and power systems",15,Vapour barriers and moisture control,False,3400,0.01091252384749601,0.0,0.004572942774133284,0.03561827280053832
8,"Solar PV, batteries and power systems",16,"Prospective choices, recommendations and alternatives",False,3400,0.048925119643878544,0.0032734361110058107,0.061681032237180994,0.18094492042940868
9,Performance checking and troubleshooting,1,Situated household retrofit experience and building context,False,2435,0.0892937691556395,0.06668894448701669,0.1531108703920278,0.2166742499005438
9,Performance checking and troubleshooting,2,Spray foam and foam insulation,False,2435,0.01150965657259792,0.0,0.0020282963924131182,0.017152304145517307
9,Performance checking and troubleshooting,3,Clarification and specification questions,False,2435,0.03589692391876893,0.0,0.00954359412900651,0.17002636965309365
9,Performance checking and troubleshooting,4,"Implementation, cost and how-to questions",False,2435,0.044674587759001204,0.0,0.0065982662893017754,0.21317895969946768
9,Performance checking and troubleshooting,5,Heat pumps and heating systems,False,2435,0.03429914545158817,0.0,0.029772694876570034,0.12967553088796924
9,Performance checking and troubleshooting,6,"Praise, gratitude and social endorsement",False,2435,0.03423936654474544,0.0,0.025617439773331904,0.13798224485750157
9,Performance checking and troubleshooting,7,"Alternative methods, challenges and ""why"" questions",False,2435,0.04743753388689448,0.0,0.03680266567569071,0.2229185691260968
9,Performance checking and troubleshooting,8,"Solar PV, batteries and power systems",False,2435,0.03161271862648079,0.0,0.03411025537504608,0.10980587882172609
9,Performance checking and troubleshooting,9,Performance checking and troubleshooting,True,2435,0.4792139914007196,0.43864290819117485,0.5847480896634283,0.7662196948479684
9,Performance checking and troubleshooting,10,"Implementation follow-up, outcomes and retrospective questions",False,2435,0.019904593305502167,0.0,0.015431863259394007,0.07261891755380552
9,Performance checking and troubleshooting,11,"Product sourcing, access and location questions",False,2435,0.011619065385923891,0.0,0.0035892932832277116,0.014703129965295257
9,Performance checking and troubleshooting,12,Roof and attic ventilation and airflow,False,2435,0.03950190618517947,0.0,0.037695407620913245,0.15115192230881844
9,Performance checking and troubleshooting,13,"Wall, cavity and floor insulation",False,2435,0.03466976719586967,0.0,0.024510756744686377,0.13523108022949745
9,Performance checking and troubleshooting,14,Thermostat wiring and smart heating controls,False,2435,0.03517443723603599,0.0,0.034807839369767155,0.1204102743530281
9,Performance checking and troubleshooting,15,Vapour barriers and moisture control,False,2435,0.015253356192559275,0.0,0.015223525427685661,0.050704231817816046
9,Performance checking and troubleshooting,16,"Prospective choices, recommendations and alternatives",False,2435,0.03569918118249356,0.0,0.03604762495809006,0.1405265673977228
10,"Implementation follow-up, outcomes and retrospective questions",1,Situated household retrofit experience and building context,False,1714,0.09050564365499703,0.06925614981599126,0.14393797363301222,0.2212289617161423
10,"Implementation follow-up, outcomes and retrospective questions",2,Spray foam and foam insulation,False,1714,0.014109433018324048,0.0,0.004179356414417824,0.02130359197821626
10,"Implementation follow-up, outcomes and retrospective questions",3,Clarification and specification questions,False,1714,0.05265091007005105,0.0,0.01170947646921967,0.24531894623930126
10,"Implementation follow-up, outcomes and retrospective questions",4,"Implementation, cost and how-to questions",False,1714,0.06008256090925526,0.0,0.014555984053392527,0.2867730267678957
10,"Implementation follow-up, outcomes and retrospective questions",5,Heat pumps and heating systems,False,1714,0.023518806937455474,0.0,0.0127955893455669,0.0824588992670281
10,"Implementation follow-up, outcomes and retrospective questions",6,"Praise, gratitude and social endorsement",False,1714,0.04826341350861852,0.0,0.057178993832430275,0.1933683437696739
10,"Implementation follow-up, outcomes and retrospective questions",7,"Alternative methods, challenges and ""why"" questions",False,1714,0.03251813055876488,0.0,0.0332829388602771,0.07179739860678795
10,"Implementation follow-up, outcomes and retrospective questions",8,"Solar PV, batteries and power systems",False,1714,0.025404368762884127,0.0,0.024241035287999643,0.08340096933017042
10,"Implementation follow-up, outcomes and retrospective questions",9,Performance checking and troubleshooting,False,1714,0.02767368167584578,0.0,0.03734596023869512,0.08444553316583243
10,"Implementation follow-up, outcomes and retrospective questions",10,"Implementation follow-up, outcomes and retrospective questions",True,1714,0.46787095956992125,0.44263257058435307,0.5457786998314835,0.7025205838397075
10,"Implementation follow-up, outcomes and retrospective questions",11,"Product sourcing, access and location questions",False,1714,0.013234908722120027,0.0,0.0,0.010041318676348379
10,"Implementation follow-up, outcomes and retrospective questions",12,Roof and attic ventilation and airflow,False,1714,0.03532894662814911,0.0,0.030632818563903146,0.13767480669988452
10,"Implementation follow-up, outcomes and retrospective questions",13,"Wall, cavity and floor insulation",False,1714,0.03990738867262516,0.0,0.035651125956043944,0.15505863026721467
10,"Implementation follow-up, outcomes and retrospective questions",14,Thermostat wiring and smart heating controls,False,1714,0.022544492639153972,0.0,0.019599207959305153,0.06293952948854961
10,"Implementation follow-up, outcomes and retrospective questions",15,Vapour barriers and moisture control,False,1714,0.011899532451819538,0.0,0.010113435881917713,0.043363697046123334
10,"Implementation follow-up, outcomes and retrospective questions",16,"Prospective choices, recommendations and alternatives",False,1714,0.03448682222001474,0.0,0.028186806594876,0.1424383480102335
11,"Product sourcing, access and location questions",1,Situated household retrofit experience and building context,False,1043,0.08038223693384489,0.05186657451362262,0.1370140200287602,0.2044453046648356
11,"Product sourcing, access and location questions",2,Spray foam and foam insulation,False,1043,0.012058491848385493,0.0,0.003645996440820089,0.01760016409800272
11,"Product sourcing, access and location questions",3,Clarification and specification questions,False,1043,0.03951537383169287,0.0,0.01182645891010799,0.19833074135655596
11,"Product sourcing, access and location questions",4,"Implementation, cost and how-to questions",False,1043,0.024236933560368365,0.0,0.004185671340359744,0.03864930125283325
11,"Product sourcing, access and location questions",5,Heat pumps and heating systems,False,1043,0.023154772782866578,0.0,0.013200084371562174,0.07151997247845339
11,"Product sourcing, access and location questions",6,"Praise, gratitude and social endorsement",False,1043,0.03854346429538492,0.0,0.0264617320275662,0.15384224699713236
11,"Product sourcing, access and location questions",7,"Alternative methods, challenges and ""why"" questions",False,1043,0.01628843821052628,0.0,0.01454213367976079,0.06266812459402511
11,"Product sourcing, access and location questions",8,"Solar PV, batteries and power systems",False,1043,0.03056129766749015,0.0,0.024104906825100282,0.11483255467339924
11,"Product sourcing, access and location questions",9,Performance checking and troubleshooting,False,1043,0.028411005346870292,0.0,0.022129199682971,0.09422290302914513
11,"Product sourcing, access and location questions",10,"Implementation follow-up, outcomes and retrospective questions",False,1043,0.03920182731600231,0.0,0.011946015052541083,0.0542614748671174
11,"Product sourcing, access and location questions",11,"Product sourcing, access and location questions",True,1043,0.5174296267897297,0.45734561803196466,0.6358825660340424,0.936234190078572
11,"Product sourcing, access and location questions",12,Roof and attic ventilation and airflow,False,1043,0.044300770628193785,0.0,0.04560022699083739,0.1627315548269633
11,"Product sourcing, access and location questions",13,"Wall, cavity and floor insulation",False,1043,0.03964614950512927,0.0,0.02996062604047095,0.15247512912531197
11,"Product sourcing, access and location questions",14,Thermostat wiring and smart heating controls,False,1043,0.024571971657435014,0.0,0.02225561839045613,0.07743947253324307
11,"Product sourcing, access and location questions",15,Vapour barriers and moisture control,False,1043,0.013013328940773188,0.0,0.012135000683660597,0.044904293665319873
11,"Product sourcing, access and location questions",16,"Prospective choices, recommendations and alternatives",False,1043,0.02868431068530688,0.0,0.017366984440433008,0.08594743229568565
12,Roof and attic ventilation and airflow,1,Situated household retrofit experience and building context,False,4057,0.10872246885550102,0.08947105500581806,0.1664574985082507,0.24552749697868412
12,Roof and attic ventilation and airflow,2,Spray foam and foam insulation,False,4057,0.017828234261781303,0.0,0.007952710295672872,0.03734875109943458
12,Roof and attic ventilation and airflow,3,Clarification and specification questions,False,4057,0.02549671986929495,0.0,0.007697480747719053,0.10086430915253677
12,Roof and attic ventilation and airflow,4,"Implementation, cost and how-to questions",False,4057,0.01959275352421802,0.0,0.00524769825037475,0.044477857815695285
12,Roof and attic ventilation and airflow,5,Heat pumps and heating systems,False,4057,0.03566742572941737,0.0,0.03833011976001329,0.12473583177921273
12,Roof and attic ventilation and airflow,6,"Praise, gratitude and social endorsement",False,4057,0.032283045484882346,0.0,0.020698484649588875,0.12865567976870515
12,Roof and attic ventilation and airflow,7,"Alternative methods, challenges and ""why"" questions",False,4057,0.023866836882945375,0.0,0.02586797585293547,0.07763400560538722
12,Roof and attic ventilation and airflow,8,"Solar PV, batteries and power systems",False,4057,0.022214216897900974,0.0,0.022351924874299777,0.06747966320220301
12,Roof and attic ventilation and airflow,9,Performance checking and troubleshooting,False,4057,0.033206384688660405,0.0,0.0390629514654392,0.11523515791263966
12,Roof and attic ventilation and airflow,10,"Implementation follow-up, outcomes and retrospective questions",False,4057,0.017232300286254304,0.0,0.012237135959512875,0.037796758385748884
12,Roof and attic ventilation and airflow,11,"Product sourcing, access and location questions",False,4057,0.015813386921283944,0.0,0.00515207662205072,0.029234969141525638
12,Roof and attic ventilation and airflow,12,Roof and attic ventilation and airflow,True,4057,0.4868768233753449,0.4574270261994834,0.5932476238084589,0.7439364111385972
12,Roof and attic ventilation and airflow,13,"Wall, cavity and floor insulation",False,4057,0.06795686615943665,0.014004135045183098,0.1147028419614306,0.2178733110506698
12,Roof and attic ventilation and airflow,14,Thermostat wiring and smart heating controls,False,4057,0.016535112357908846,0.0,0.014953571528879928,0.05007378777000898
12,Roof and attic ventilation and airflow,15,Vapour barriers and moisture control,False,4057,0.03358665551031454,0.0,0.03942651743353768,0.10860288924042795
12,Roof and attic ventilation and airflow,16,"Prospective choices, recommendations and alternatives",False,4057,0.043120769194855066,0.0010237417594443862,0.04536543468149759,0.16535906291156027
13,"Wall, cavity and floor insulation",1,Situated household retrofit experience and building context,False,3275,0.11259957502604433,0.09416158578595452,0.16982188584719965,0.24705690067815736
13,"Wall, cavity and floor insulation",2,Spray foam and foam insulation,False,3275,0.021319358465021948,0.0,0.011686958725104508,0.05189190041829748
13,"Wall, cavity and floor insulation",3,Clarification and specification questions,False,3275,0.02540779792614215,0.0,0.011281283105025065,0.07867157214796085
