candidate_topic_count,topic_number,representative_rank,tfidf_row_index,topic_weight,relative_topic_loading,video_id,comment_id,comment_text,retrofit_topic,creator_type,video_type,primary_theme
8,2,1,34498,0.24109929751371467,1.0,tUWJTF9nyaQ,UgxtCcp6ToRsN4-kzzF4AaABAg,SPRAY FOAM IS A RIPOFF!,loft_roof_insulation,builder_contractor,problem_warning_mistakes,theme_product_material_tool
8,2,2,9907,0.24109929751371467,1.0,9OFpzKn0cq4,UgxWncWZz4ymf4GMPll4AaABAg,😂 spray foam bandit struck again!,loft_roof_insulation,diy_renovator_homeowner,problem_warning_mistakes,theme_product_material_tool
8,2,3,31075,0.24109929751371467,1.0,C5lPpLUw-Ts,UgxB5hdL70bOwrRX3cV4AaABAg,SPRAY FOAM! 😉🤣,external_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_product_material_tool
8,2,4,17746,0.21967305564284983,1.0,5ScJj0YlUAM,UgwSfM5zgyKhjzB0CVZ4AaABAg,Spray foam man. SPRAY FOAM!!,loft_roof_insulation,installer_tradesperson,practical_advice_explainer,theme_product_material_tool
8,2,5,19045,0.2157143330692724,0.9965660406261792,_RQ9S1u7ag4,UgxN6dpbyQdfHRNkTvZ4AaABAg,Time for closecell spray foam,airtightness_draught_proofing,diy_renovator_homeowner,how_to_installation_demo,theme_product_material_tool
8,2,6,34575,0.21053422538763797,1.0,tUWJTF9nyaQ,UgwbOF_qfUV7Yoap6UJ4AaABAg,"Spray foam, got it.",loft_roof_insulation,builder_contractor,problem_warning_mistakes,theme_product_material_tool
8,2,7,36373,0.20187277028792078,1.0,Genu_Plnp2M,UgwHMTSiKmcIANPqAz54AaABAg,i thought spray foam was hazardeous?,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_product_material_tool
8,2,8,29990,0.18349776599336093,1.0,AADAMH0TRQU,Ugz53GrW4sOGctMr6Cp4AaABAg,I hate spray foam.,loft_roof_insulation,training_educational,how_to_installation_demo,theme_product_material_tool
8,2,9,598,0.18307096079335058,1.0,ZInm0mt0pXQ,Ugw94E9kmzTPcMAjDhl4AaABAg,That spray foam is going to leave you bankrupt😂,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_product_material_tool
8,2,10,714,0.1761622266998672,1.0,ZInm0mt0pXQ,UgxLoIvtsq_MID0z9fZ4AaABAg,That foam 🤦,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_product_material_tool
8,3,1,403,0.27594167480209525,1.0,LVYSz1CuuDw,Ugwuh-YKviEsewAISwl4AaABAg,What is your shoose please ?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,2,404,0.27594167480209525,1.0,LVYSz1CuuDw,UgxnF-LIYZatHWGFnSx4AaABAg,what r they for ????,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,3,3135,0.27594167480209525,1.0,xcAwujfTN64,UgzdkqsymdISnDR8YNh4AaABAg,What’s the ig?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,4,1607,0.27594167480209525,1.0,35kJvNW81pU,Ugxj3mkNiB-EC9h1t1l4AaABAg,What is it?,floor_insulation,builder_contractor,how_to_installation_demo,theme_question_request
8,3,5,41834,0.27594167480209525,1.0,5q4S12q9m7E,UgyPM135UqEGLSydq7x4AaABAg,What about VanEE ? 6:59 7:02,ventilation_mvhr,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,6,28336,0.27594167480209525,1.0,wWWfFER9Spw,UgwclaV20Ts3G4vIySF4AaABAg,"What are ""Joyce's""?",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,7,12662,0.27594167480209525,1.0,1N_ZsLrfUJM,UgxX27bbHjPQsGfIrvN4AaABAg,What about Hauwei?,solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,3,8,32268,0.27594167480209525,1.0,s93KLWSSZMk,UgxenGicZ5s-MrYIaUZ4AaABAg,What is your HNC in please?,smart_heating_controls,builder_contractor,how_to_installation_demo,theme_question_request
8,3,9,22965,0.27594167480209525,1.0,Q4iG6O7JEM0,UgxO6Ecfrj2YHFuu0wN4AaABAg,What's your name ?,smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
8,3,10,24045,0.27594167480209525,1.0,7Wk2MF4pEmc,Ugy51xTeSLZAP78O7ct4AaABAg,What's it for?,loft_roof_insulation,diy_renovator_homeowner,practical_advice_explainer,theme_question_request
8,4,1,172,0.2708831687080219,1.0,UUalCAU4W8g,UgzokD-y9cqTYGYPO0F4AaABAg,Please how can I get this,internal_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,2,19092,0.2708831687080219,1.0,ukgh7mrTd-Y,UgzWJu9O8P_JiNCc10B4AaABAg,How much is this?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,3,3003,0.2708831687080219,1.0,EY77sPyVM2c,UgzMcMysyImMD4RYOq94AaABAg,How much is the PF?,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,4,15415,0.2708831687080219,1.0,P6rA-E-HmQ0,UgwCHor35FidVlGrelR4AaABAg,how much all???,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,5,553,0.2708831687080219,1.0,RlQjU6gQcFU,UgzOc6u9y_EY2bD40Zl4AaABAg,"So, that's how it done...? 😱",external_wall_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,6,41956,0.2708831687080219,1.0,hqFU3zjv-fs,Ugz1XqgYbjDVvLOiiLB4AaABAg,How much is it?,loft_roof_insulation,installer_tradesperson,problem_warning_mistakes,theme_question_request
8,4,7,1029,0.2708831687080219,1.0,MzSCf_LkyNw,Ugyb_WwCUCve7N2GIQl4AaABAg,How is he a gangster in paradise?,loft_roof_insulation,installer_tradesperson,how_to_installation_demo,theme_question_request
8,4,8,14918,0.2708831687080219,1.0,tyTT9jNfnc8,UgxtIHBXYrr9KJ1UgEp4AaABAg,How much? 😂😂😂😂😂😂,loft_roof_insulation,training_educational,problem_warning_mistakes,theme_question_request
8,4,9,1343,0.2708831687080219,1.0,mobbhOH5teg,UgzjtCX1HHkagVxbjQN4AaABAg,How can I get this.,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
8,4,10,33839,0.2708831687080219,1.0,f9wxGMxavgM,UgwWAZaJVdfWgJuAiJt4AaABAg,How much for that system??? 😊,windows_doors_glazing,installer_tradesperson,how_to_installation_demo,theme_question_request
8,5,1,27723,0.0651050937764947,0.6090947228077047,qxtbHYf0OT0,UgzWJPqw9on7iBdBmI94AaABAg,"It appears that a lot of people in the world, here in the States and everywhere else around the globe, no one seems to realize that before there was gasoline, natural gas and oil to make those products from... that people did in fact have electric lights that were powered by engines somewhere around 1800 to 1810, in America... The history books they gave us back in grade school were wrong as hell and intentionally so! I mean, not all of it was made up but, the parts relating to any and all forms of energy, along with the places and dates are completely fabricated! THEY CHANGED EVERYTHING SO THAT POWER SOURCES COULD BE MONETIZED AND IN DOING SO, THEY WOULD ENSLAVE THE MASSES BY STRAPPING THEM INTO EARNING CASH IN ORDER TO SURVIVE! They sought to make the world a place where their money system would become more important to the people than God Himself! Yes, it was certainly the long game they were playing but, play it they did... very well I might add. Just look around, its not hard to see where we are these days! I'm not privy as to the exact time line on this part but, this system was in use well before their claim of the first city lit with electric lights in 1880 at a courthouse in Indiana, USA! This system actually has its roots in Europe & Russia and was brought over to the USA! So well before 1880 a significant amount of people, other than the Chinese, enjoyed electric lights at night because they actually had free electricity, pulled straight out of the Earth's atmosphere by using tall needle shaped antenna made of copper placed on the highest point of their structure, building or home. Street lights outside were wired to the closest building for power. DC current degrades over distance so, there was no need for any centralized power plants and sub stations or even a grid, like what we have today! which is prone to failure, etc.. anyhow, back to the free energy; Said copper antenna, if put high enough into the sky, would indeed pull a low voltage, roughly 9 volts dc. The taller the antenna, the higher the current... and if you look at old old pictures, the building were covered in these antenna! One building could have a dozen.. but most had 4 to 6.. while smaller places had but just one.. And they would use those antenna to power lights and probably other stuff that I haven't discovered as of yet.. I mean, Surely people would've made progress and we would still have tv's and shit like that today, it would just be based off low voltage dc power systems instead of high voltage alternating current. Like what we use today! The important part however, is said power would've been FREE! After the initial cost of setting it all up but... i digress... because in reality... If you get free energy, that also translates into, on the large scale, it means that PEOPLE are free to do as they please... with more of their lives being of their choosing and by their design! in other words; Free will, as its written in the Bible and afforded to us all by God! As for the fuel they were using, lol.. there was steam power to begin with ...and from there, the fuel source they used was just ordinary sea water, straight out of the oceans! They used electrolysis to break down the water molecules into their base elements and the only by-product from combustion was ... WATER! the salinity of the water makes it conductive so, they probably just added salt for those folks who lived inland. Again FREE ENERGY! AND THAT MY FRIEND, SIMPLY WON'T DO FOR THE BIG WIGS WHO THINK THEY'RE IN CHARGE... NO SIR! So they trashed that part of history and rewrote that shit to suit their needs while using the new world, the USA to solidify the experiment in history... And they did it that way because they could tell the immigrants who came over by the boat load, whatever they wanted to, especially since the new world was stolen ( by their armies ) and they had empty cities across an entire nation to fill as they were cleared out from east to west! That's right, the USA was Hijacked, town by town in one hell of a serious campaign! When it was over, a lot of cities that were already built, roads and railroads included! like New York, San Francisco, St. Augustine, Miami, Atlanta, and many many more were already here when they arrived. They were able to take them, either by force or just claimed them along the way because the previous inhabitance fled or were simply no longer there. So here they have this whole country and if they told the people what actually happened, the new society would be chaotic and more than likely unmanageable.. However, if they could get the powers back in Europe to concur to rewrite history ( his-story ) and sing along all kumbaya and shit, then the history they would write together would become solid gold, literally money in the bank and a new form of uncaged slaves could and would be created from this ungodly creation of theirs! The Vatican probably being at the center of it all... So as history would go, generation after generation of these new slaves are born for exploitation and are kept under their thumb....just as planned.... And for the most part, none would even realize what the hell was actually happening in time to do anything about it!! Which is where we all sit today! iF YOU'RE READING THIS AND THIS NEWS TO YOU, I HOPE YOU'RE STILL YOUNG ENOUGH TO MAKE TOMORROW A BETTER PLACE FOR YOUR CHILDREN... Because, it's too late for me... And they did all this in the name of progress, power and their own personal freedom ....however, if you disagree, you think I'm full of shit... then you tell me what money is, if its not a pair of handcuffs and a set of chains that bind you to their system of work your ass off week in and week out making just enough money to cover the bare necessities in life like, food and shelter and transportation so that you can work for them some more!?!? We all pay taxes, we all buy goods and they get the lion's share of every dollar from the whole planet! Just look at Blackrock, Vanguard and like one or two more ""entities"" and its just them who sit at the top of this pyramid scheme we call life on earth... See it for what it really is, its a fucking cage, its a jail cell and it only seems like you're free but, you're not... you're a slave, just like I am! They literally made money the center of attention while making sure that they would posses the majority of ALL the money, every dollar ~ around the entire globe! Then they would use said money, according to their plan, to in fact remain in control and to allow them to do whatever they want... like fly around in private jets while bitching and moaning about global warming and telling us that we need to use less fossil fuels, as they burn the shit faster than they can cut down the trees in the rain forests!.... are they fucking serious? The hypocrisy they sweat is mind blowing! We wouldn't even be using fossil fuels to start with, if it weren't for them! Every ounce of pollution in our atmosphere is literally their fault... and not only do they continue to cause pollution on the daily, they also wanna blame us for the vast majority of it... lol.. assclowns! They can fuck off! Fuck way the fuck off! Anyhow, my apologies, I didn't mean for that to run on and on like it did.. your video was great! The installation was cleaner than anything I've ever seen, even of my own work, I'm sad to say.. but I call'em as I see'em; good, bad or ugly... but, You Do Nice Work Man! KUDOS! I'll be borrowing some of the techniques I learned by watching your video... for sure! Again, my apology for the long winded life lesson I left in your comments, that was totally and honestly not anything close to what my intensions were to write.. IT JUST KINDA BURST FORTH... God Bless and keep up the good work!",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
8,5,2,7281,0.062475865211450786,0.704999357377087,rRqV8BHE8lY,UgzqQJlSaTK1AALLetx4AaABAg,"I just couldn't resist. I am building emergency system/ cost offset system. Plus considering prices I saw I am making one micro system as well. I bought 10.2 KW hybrid inverter white label SRNE model for 340 Euro. Then I have bought 48V 200AH Lifepo4 battey that's providing more than 10KWh. Battery has strangest format I have ever seen. It's not a golf cart battery format and its not a server rack battery. Its in the metal case and has M8 terminals. It has 200A BMS with the Bluetooth. It has small display and voltage is present on the terminals always it seems despite yhat there is an on button on the display. On a top it has another terminal that has to be for toys because cables is thin and connector is more like 75 to 100A size. First time I have seen battery like this. No communication port either. Promisses new A grade cells and its built in June last year. Battery came very cold and pretty empty. So empty that I have ordered overnight delivery of charger that I am not going to use after this. My inverter is still not in and all my chargers are meant for lower voltages. All that aside battery was a steal. 900 Euro. I am going to open it and check it out but it looks good for now and its 55Kg heavy. It has JBD BMS. Living in flats I can't have real solar arrey but I might be able to place small one on a small balcony. I can charge it from mains mainly and charge it in off peak hours plus help out tiny bit with the solar panels. Then use stored energy in battery for my main room in the peak cost hours. I bought all materials to wire everything properly. Everything will be waterproof and each group will have its own dustribution box and dedicated breakers. There will be solar disconnect and battery breaker as well. Main AC output Thats on its own rated to 10KW will have 3x16A 230V breakers and 3 wall outlets. Secondary AC output rated to but over 3KW will have 2x16A breakers and two outlets. I am getting a dual fuel generator (inverter clean power kind) to have an option of emergency charging if the grid is off. Even with y6he zero own power generation, it saves money and gives the UPS feature to my system. What ever comes from solar will be the plus. Then I got 30A MPPT 12/24V controler for free practically. I have had a small 12V pure sinus inverter that I had for light in case of emergency. So I saw 12V 150AH Lifepo4 battery for 163 Euro made by one of these companies that ""make"" those SRNE inverters and I have ordered it as well. So I have ordered two more solar panels of the same kind I got for the balcony and two more spares 😊 So yeah that will be a small backup power station for charging mobile devices or I could power my fiber optic router with it. I do not like those small boxes but when you get everything so cheap why not. Can't wait to get it all in and build it. Considering its winter and I live in rainy area I do not expect much from solar till the summertime comes. I wish I had roof or garden I would place a lot of nice pannel. I have found JL Solar 450 and 535Watt panels for cheap but they are huge. Also they deliver only per pallet. Pitty I do not have space for them. To achive needed voltage without boosters and not using micro inverters I had to go with small panels that cost way more per Watt. Still they were cheap and have high efficiency and density. But what ever they generate will be free.",solar_renewable_integration,training_educational,how_to_installation_demo,theme_practical_advice
8,5,3,21681,0.06189743881889728,0.7509773542221551,GnZIHwdO--0,Ugx2QT-ZYNjhIf822194AaABAg,"Hi, What I have gleamed from what you said it sounds like the battery, inverter, associated cabling and labour costs are £8,000. The battery for charges/discharges (cycles) lasts until it reaches the end of its useful life. I assume the inverter is guaranteed for at least ten years. I could have missed that bit, sorry. Will new technology likely come out soon to make the batteries last long or make them cheaper and inverter more reliable? I keep asking Octopus Energy if they just supply batteries with inverters (I assume these are called power walls?) I think we would have to buy solar panels too otherwise they would have replied by now. In the old days I used to get a more comprehensive reply but they are so massive now that they have set on a lot more of the less experienced people at the enquiries department over the last year or so. Still love the ethos of Octopus though and would never move away.😁",solar_renewable_integration,diy_renovator_homeowner,project_walkthrough,theme_question_request
8,5,4,13701,0.061380189454221454,0.800424969400748,Kz5JbXTo4rM,Ugw8HutIY_Epwgco-fd4AaABAg,"Really series or parallel on these sorts of panels, you need an isolator switch if there are surges which your panels either in series or parallel can connect to before going to your controller/regulator, then you send that to a display meter and then to your inverter. You really need separate isolator from the panel in case you can cut the power off and save your panels, and your other equipment straight away. Then having separate controller and then a meter for seeing watts, amps and voltage then going to your inverter you can manage and watch usage. If you use too much on panels you will draw too much power (watts) and your system will cut off. Of course from your regulator/controller you can attach a battery bank. Where you might use a complete box with isolator regulator/controller/display power meter and also inverter, is if you have a box in your home and it is three phase. You wouldn't use that much expense for single phase, and even then you wouldn't just have single phase in your home to run all your appliances incase the line failed, because if it fails, and your box which has everything in it gets broken, you have to buy the whole new box, rather than just the one part like isolator switch or controller or inverter, and it is best for thermo-dynamic application from solar being photon power, never to have a box with multiple use on the one device. It will explode. Even if it says it is safe, it isn't always in your home unless it is three phase, use separate parts to run different use, like separate isolator, regulator and inverter with your points, and of course keep your battery well away too on a separate part of your house, wired in three phase. Three phase is so important to take the full load of your home which anything over 10kwh system will need three phase, which totals 30kwh system. Even on a 10kwh battery and 10kw solar panel, have 30kw three phase electrical current in your home and wire the current in with one line neutral to earth one to negative and one to positive, never just have positive and negative on a big system, it is ok for smaller dc systems with small inverter under 2kw. On larger over 10kw systems if any problem happens the three phase will open up and the lightning strike will disperse throughout the three lines equally, breaking down 30kw into 10kw each and that will then reduce as one is grounded and one negative to the opposite of only 10kw your initial charge, which isn't deadly. You can pass a charge of 10kw with two grounds or one ground and one negative through your body.. but please don't try it that is a healthy person you might have congestion which will make it heart failure. Read more here: https://ewheelermedia.com/f/how-home-solar-works-never-use-an-all-in-one-box?blogcategory=Gadgets My website.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,5,5,15254,0.06137544022237112,0.707190816789186,bOkQEFi55oU,UgzUkBNcPB_f0UDVU8Z4AaABAg,"I had a look at my house and did the measurements of how many solar panels I could fit, it's around 50 400 watt panels I could fit, this is including the garage which is quite big, but I could actually go further and use the garden fencing for solar panels, and to be fair, the house I live in is quite big. With a bit of creative use, I could build a big setup that is overkill for summer but very nice to have in winter, and being that the solar panels themselves are cheap, it makes a lot of sense to do so. Now if only we had dirt cheap battery tech that can store enough energy to last for weeks, I think I could go fully off grid then with that kind of setup, even in UK winters, because we do many days in winter of clear blue skies which with that kind of setup will deliver enough power to cover the house for many days, the main problem is not having a big enough battery storage, meaning in winter I would need to be grid tied even with that setup, if I could store the energy for weeks at a time, then there's a fair chance I wouldn't need to be connected to the grid, summer energy generating would be off the scale whereas winter energy, I would only need a few days of blue skies to really top up the batteries. God forbid if we actually see wind turbines that actually work well for local use, we hear the promise of it, but it doesn't deliver, at least not yet, if it does, that would complement solar very nicely in winter and nighttimes and then going off grid would be a lot easier on a much more modest battery setup, but for now, you really need to oversize your setup, both energy generating and battery storage for it to work, that could change over the next decade.",solar_renewable_integration,installer_tradesperson,project_walkthrough,theme_personal_experience
8,5,6,31035,0.06011371391228508,0.7441393755896769,ZruXLnqBd-Y,UgzoQ4uY8m7--vmbaDp4AaABAg,"Do you know anything about solar panels? I have 4 6volt batteries wired as one big 12 volt battery. I just charge them with a battery charger but would like to be able to charge with a solar panel in times when the power is out. I'm just not sure what to get. Those batteries are just used in the camper or when not in the camper in the house for backup power for small things, if the power is out for a long time then I fire my generator up but I would like to be able to charge with solar also. Just wondering?",solar_renewable_integration,training_educational,how_to_installation_demo,theme_question_request
8,5,7,41358,0.05997061027572294,1.0,uHAReQbcGvQ,UgzOU1toTUjw4mbebtN4AaABAg,"I started with solar 20 years ago with average panels around 250 watts/ panel. Now averaging 460 watt. Some larger commercial grade 500-700 watts per panel. Less panels are needed. The battery storage really makes the difference especially at night. I can charge my EV fully free if the sun is out and the batteries have some charge from the sun. Power companies love grid and home batteries as they do not have to dump or waste excess energy. The can keep wind turbines going even when low power demand as batteries are available. Hawaii is 30% renewable not because of government or power companies but private rooftop solar. Electricity on Maui 50 cents/kwh. Solar panels and batteries make for easy cash returns at those prices. Sell excess to grid. USA heading to microgrids vs macrogids now: less issue with total city power outages. Home Batteries are nice especially with outages. Powers your whole house. You never know when house switches to batteries. You can run air conditioning, everything. Residential wind turbines are more efficient than solar but you need to be in a windy area. I would love to have both but HOA’s have issues with small wind turbines",solar_renewable_integration,training_educational,how_to_installation_demo,theme_practical_advice
8,5,8,12753,0.05898209404560005,0.9542783174545767,1N_ZsLrfUJM,Ugw37ELSftOVU-tKkZl4AaABAg,"I dont get it when people try to justify a battery via cost. Lets assume a 10kwh battery costs 12k to install. Lets assume it is fully charged every day, which is unlikely. That means that you get 10kwh in a day. For me, 10kwh costs $2.21 inc GST. That is a saving of $806.65 per year. This means it would take 14.9 years to break even, well beyond the warranty and at best approaching, but more likely beyond the cost in the first place. That is before you get a feed in tarrif, in my case 10 cents per kwh. That means without a battery in this case I get a dollar per day back, so subtract $365 per year off the $806.65 saving, leaving a saving of $441.65 and taking over 27 years to break even. Now, if you want to virtue signal, you think you are helping the environment, just want to show off or live where power is patchy, go ahead, but my 5kw system cost $6k to install, I just hit the 12 month mark and have saved $1800 on the previous year and if I had $12k to spend on extra solar, it would be to triple the capacity of the panels, not waste money on a battery.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_personal_experience
8,5,9,36073,0.05672106000532429,0.7530209313172161,2Apa2WcG9z0,UgyIkw0vcpMI9nbR4m94AaABAg,"I did a solar panel installation last year on my barn and like you did most of the work myself. I didn't really need a new roof, but I did refelt an rebaton my roof and reused most of my old slate and had to buy some reclaimed to swap out any damages. I installed 10 new panels and a used Tesla powerwall (just £500 on Facebook) and I am fairly happy with the power generated. The whole job, including the reroof cost me £5.3k, but I saved money on the install because I only relied on a qualified friend to actually make the connections and do all the certification for me for a small sum. The only downside is I have no warranty at this point. My first full year and my electricity bill for the year was £78, typically around £900, but I get a pretty bad deal when it comes to selling back my electricity, but I am locked in to my energy provider so will look at that again. I think my system will pay for itself in 7 or 8 years and that is with a huge chunk of the work DIYed, personally I think solar is overhyped and paying a professional might take too long to recover your money, possibly 15 years, that is if it is still working correctly.",solar_renewable_integration,diy_renovator_homeowner,how_to_installation_demo,theme_personal_experience
8,5,10,13687,0.05669605623869762,0.6835228579535163,Kz5JbXTo4rM,UgzcaRMgbDdL-3j21gp4AaABAg,"What if you have 5 panels, can you split them up on 3 and 2? or it has to evenly match the panels cut in half ?. i got 13.13A per panel and 31.61V, its either 31.61v and 65.65 Amps with a 70 Amp inverter or 158.05v and 13.13A with a 20 amp fuse, parallel im assuming its best to put a 15 amp fuse per panel, if i cant do 3 and 2, ill just do 2 and 2, in order to make it simple, i got 26.26A and 63.22Volt. I think i want to try the 2 and 2 series split parallel. What i was thinking since its on a 5 panel solar tracker, i want to power a 100A panel that a 60Amp breaker is feeding. I figured for the continuous loads like fridge and A/C/Furnace etc etc i could wire the 3 panels on series or parallel and same with the other 2, then 3 solar panels with 2-3 100 AH batteries hooked up to it powering one half of the house, and 2 solar panels and 2 batteries powering the other half of non-continuous house load. Id figure id need 2 inverters for that? Or do they sell inverters that can be wired to have 2 hots and a neutral ? I figured id need 2 inverters, one for the 3 and one for the 2 then with that ill have 2 hots, then have like a 30 amp and a 20 amp breaker feeding that 100 amp/60Amp panel, we are only gonna use like 25 amps or less per side. Maybe im over thinking it, but he wants to be able to shut main off and turn on the solar one when its being used and visa versa. Ill just do a 60amp disconnect at bottom of panel and power the casita from there and run the solar wires in there to swap them out when removing main breaker wires for solar. Im sure theres a better way. I figured i could just run my panel wires from the right side of inverter ( gen lighting ) to a 50-100 main Amp disconnect that carries wires to the other 60 amp disconnect to unhook main power and hook solar when needed to that 60 amp breaker to power the casita, he has a module but wasnt turning DC into AC, but he didnt have an inverter hooked up to the battery, would that be a reason why he was not getting he power to AC? This is a lot, doubt you reply, ill keep on reading.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
8,6,1,11555,0.2578881985468344,1.0,w6wo2URorG4,UgwTJXtYT8CzfCAqmFx4AaABAg,"As always, great video!",heat_pump_heating_retrofit,builder_contractor,problem_warning_mistakes,theme_practical_advice
