candidate_topic_count,reference_topic_number,reference_top_10_terms,reference_dominant_share,mean_cosine_similarity,median_cosine_similarity,minimum_cosine_similarity,standard_deviation_cosine,mean_top_20_jaccard,minimum_top_20_jaccard,mean_run_dominant_share,standard_deviation_run_share,mean_absolute_prevalence_difference,fraction_runs_cosine_at_least_0_90,fraction_runs_cosine_at_least_0_80,fraction_runs_cosine_at_least_0_70
12,11,insulation | wall | barrier | cavity | walls | floor | vapour | vapour barrier | vapor | wall insulation,0.09935678439318615,0.9463716040842727,0.9492399695309257,0.836996212664234,0.05335236775604407,0.6173888269540444,0.42857142857142855,0.13343935913294458,0.03700849016489973,0.03408257473975841,0.8,1.0,1.0
12,12,air | roof | vents | attic | cold | vent | warm | ventilation | ridge | soffit,0.10435171877576986,0.6585973669669697,0.7869303028935328,0.018199492022313628,0.35495146732085975,0.3970822701467863,0.0,0.08759203628438475,0.02075072373788041,0.01849050502002686,0.3,0.5,0.6
16,1,house | not | just | when | never | years | no | like | good | more,0.12027896237306505,0.9247046909465768,0.9200268445628743,0.8267162474889846,0.04755981670107947,0.6585643142464732,0.3793103448275862,0.13620486540613772,0.037507798144652126,0.028665252989338513,0.9,1.0,1.0
16,2,foam | spray | spray foam | cell | use | foam insulation | closed | closed cell | expanding | foam board,0.03854581438635346,0.9993024094415881,0.9993241868039486,0.999082979916769,0.00012494679314745154,0.9523809523809523,0.9047619047619048,0.038672910408199326,0.0009858789617651848,0.0008229688303337153,1.0,1.0,1.0
16,3,what | what happens | happens | know what | what brand | using | what would | what kind | brand | kind,0.06611219753551822,0.9994135598694942,0.9994523364133276,0.9991269908364097,0.00014165903897621126,0.8796536796536797,0.8181818181818182,0.0674500795193497,0.0028226739751222884,0.0025649578238677528,1.0,1.0,1.0
16,4,how | cost | how did | how does | how long | know | long | how would | know how | how cost,0.05581603562424899,0.9970293562441107,0.9988210052532259,0.9913064779471427,0.0030226595322210247,0.811029550159985,0.7391304347826086,0.05605819638334216,0.003137889134439602,0.002451420590126349,1.0,1.0,1.0
16,5,heat | pump | heat pump | gas | water | pumps | heating | heat pumps | boiler | hot,0.069858398322456,0.9918326051866225,0.9986892243802634,0.9416953566723937,0.01776954115669724,0.9056277056277058,0.42857142857142855,0.06258172822053366,0.0050967353316436126,0.007276670101922331,1.0,1.0,1.0
16,6,video | great | great video | thanks | thank | video thanks | hi | thanks video | videos | question,0.08835379214475886,0.9989446013053378,0.9988935801480522,0.9984884342067378,0.0002926717482814367,0.9168831168831169,0.8181818181818182,0.08755963951228132,0.0038747248034928716,0.003051186899923426,1.0,1.0,1.0
16,7,why | why not | not | use | why would | not just | not use | why did | just | instead,0.04132601371250854,0.9793143543890782,0.9958054393526299,0.9501240403960963,0.023537748708226187,0.7994541690193865,0.6666666666666666,0.037273958885551045,0.004577664276131977,0.004468106313150408,1.0,1.0,1.0
16,8,solar | panels | battery | solar panels | power | panel | inverter | batteries | grid | cost,0.08010743821124802,0.9961703856462618,0.9972475792745278,0.9892592149018687,0.0027910400471612743,0.935064935064935,0.8181818181818182,0.06709960534841256,0.01414331009601151,0.013326099005117872,1.0,1.0,1.0
16,9,does | does not | not | work | how does | does work | not work | mean | need | what does,0.05737106236599675,0.9763651608704059,0.993386650956692,0.936982520945793,0.025336027183496663,0.7457481648785996,0.6,0.05400541909642457,0.008028588748271885,0.007683519789863704,1.0,1.0,1.0
16,10,did | did not | how did | not | why did | did use | what did | where did | use | did cost,0.04038357326296445,0.7421645786433844,0.9927511994367251,0.017334540616638115,0.3538878460334384,0.4952719744024091,0.0,0.04808270012369677,0.015932170424317733,0.009366695214529628,0.6,0.6,0.6
16,11,where | buy | where buy | where did | where does | live | know where | link | located | where live,0.024574134721862262,0.9953281599380496,0.998857687798363,0.9800632189804035,0.006248260076990606,0.7741539619800489,0.6,0.029342640042410318,0.0032012529853418454,0.004841487416007274,1.0,1.0,1.0
16,12,roof | air | vents | attic | cold | vent | warm | ridge | ventilation | soffit,0.09558702259500977,0.8985618969140724,0.9965911214123395,0.015923075283757297,0.3101315208659237,0.7552983248635423,0.0,0.0804028980385227,0.019876208366509402,0.016373242007262097,0.9,0.9,0.9
16,13,insulation | wall | cavity | walls | floor | wall insulation | cavity wall | between | board | brick,0.07716231180642273,0.9934361537873333,0.9979145455952687,0.9519394691012827,0.014590344410304708,0.7773595164899513,0.48148148148148145,0.078132178830182,0.01943737133521413,0.013303292690110149,1.0,1.0,1.0
16,14,wire | thermostat | wires | boiler | nest | connected | connect | blue | red | need,0.043422943712744154,0.9949891546715162,0.9966537644702763,0.9792722743798049,0.005632937640129908,0.806154714850367,0.6666666666666666,0.0479943452906874,0.004940584190620672,0.006099248846733463,1.0,1.0,1.0
16,15,barrier | vapour | vapour barrier | vapor | vapor barrier | use | moisture | inside | no vapour | joists,0.03769761798176378,0.8703672283017803,0.9974866962796766,0.05101833529922521,0.30556045913360846,0.6678050210658906,0.02564102564102564,0.04309948754196855,0.013602423506184742,0.008476173646698473,0.8,0.8,0.8
16,16,would | like | would not | would like | work | recommend | what would | how would | why would | love,0.06340268124307895,0.7952863640279643,0.9924811877350552,0.021970191767932266,0.40650606771496556,0.6690327216643006,0.02564102564102564,0.06603934735230016,0.017062475361475968,0.013824295942422066,0.8,0.8,0.8
